,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
log_lik[8978],-0.613106,0.0120251,0.305214,-1.21157,-0.517906,-0.323388,644.213,3.75116,0.998747
log_lik[8979],-0.560608,0.0114748,0.250404,-1.02747,-0.487734,-0.330294,476.203,2.77286,0.999124
log_lik[8980],-0.599227,0.0118104,0.259415,-1.08768,-0.516781,-0.334379,482.462,2.80931,1.0024
log_lik[8981],-0.536303,0.00889816,0.22406,-0.965351,-0.462656,-0.318108,634.055,3.69201,0.997778
log_lik[8982],-0.60642,0.0119405,0.295507,-1.25132,-0.511216,-0.328269,612.475,3.56635,0.997362
log_lik[8983],-1.03479,0.0226971,0.53393,-2.11836,-0.912348,-0.416279,553.386,3.22229,0.997351
log_lik[8984],-0.915963,0.0125348,0.35215,-1.34509,-0.976323,-0.24363,789.26,4.59575,0.997022
log_lik[8985],-1.13045,0.0095729,0.234912,-1.39514,-1.18739,-0.671417,602.176,3.50638,1.001
log_lik[8986],-0.856057,0.00770388,0.254874,-1.26727,-0.875724,-0.42108,1094.54,6.37338,0.998236
log_lik[8987],-1.03271,0.0114752,0.299869,-1.37214,-1.13294,-0.40298,682.877,3.97629,1.00036
log_lik[8988],-0.747381,0.0109113,0.30107,-1.2169,-0.732675,-0.280362,761.353,4.43325,0.996903
log_lik[8989],-0.794024,0.00948796,0.304818,-1.24704,-0.805279,-0.263227,1032.14,6.00998,0.997677
log_lik[8990],-0.584453,0.0115928,0.258056,-1.16545,-0.506099,-0.334958,495.506,2.88526,1.0026
log_lik[8991],-0.347508,0.00700894,0.202583,-0.763011,-0.29865,-0.105756,835.409,4.86447,0.999706
log_lik[8992],-1.18293,0.00838327,0.211458,-1.40711,-1.24705,-0.705805,636.242,3.70474,1.00154
log_lik[8993],-0.609998,0.0115681,0.28945,-1.24513,-0.515284,-0.329154,626.065,3.64549,0.997361
log_lik[8994],-1.01258,0.0110334,0.293285,-1.36097,-1.078,-0.409948,706.58,4.11432,0.999916
log_lik[8995],-0.785652,0.00949323,0.288726,-1.21307,-0.788424,-0.298779,925.003,5.38616,0.997177
log_lik[8996],-0.458307,0.00825115,0.202836,-0.873366,-0.387977,-0.297153,604.314,3.51883,0.997393
log_lik[8997],-1.01838,0.0103202,0.318043,-1.36126,-1.12872,-0.358792,949.726,5.53012,0.998701
log_lik[8998],-0.532106,0.00879433,0.217086,-0.960032,-0.465936,-0.321235,609.335,3.54807,0.9971
log_lik[8999],-1.00332,0.0119374,0.284553,-1.34406,-1.08976,-0.449253,568.208,3.30859,0.999154
log_lik[9000],-0.979838,0.00970454,0.265134,-1.32718,-1.03505,-0.475099,746.416,4.34627,0.999002
log_lik[9001],-0.720399,0.0118962,0.371746,-1.49463,-0.602903,-0.343203,976.5,5.68602,0.996863
log_lik[9002],-0.568787,0.008453,0.241516,-1.07723,-0.505313,-0.3299,816.34,4.75343,0.997747
log_lik[9003],-0.350878,0.00596431,0.105308,-0.517389,-0.327205,-0.270513,311.749,1.81527,1.00109
log_lik[9004],-0.51444,0.00647904,0.189274,-0.89507,-0.467087,-0.317484,853.416,4.96932,0.998381
log_lik[9005],-0.639289,0.0126266,0.308462,-1.28918,-0.545007,-0.336123,596.804,3.4751,1.0015
log_lik[9006],-0.435308,0.00618556,0.146076,-0.724438,-0.391771,-0.307862,557.699,3.2474,0.999656
log_lik[9007],-0.674106,0.0097451,0.289728,-1.23095,-0.603305,-0.353781,883.913,5.1469,0.997439
log_lik[9008],-0.538399,0.0117251,0.308206,-1.11175,-0.476123,-0.150181,690.953,4.02332,0.997977
log_lik[9009],-1.03014,0.0116373,0.260097,-1.35271,-1.09058,-0.555394,499.534,2.90872,0.999921
log_lik[9010],-0.387902,0.00514675,0.125247,-0.624498,-0.351598,-0.286453,592.198,3.44829,1.00024
log_lik[9011],-0.51167,0.00990443,0.30673,-1.06161,-0.463405,-0.109537,959.08,5.58459,0.99806
log_lik[9012],-0.379356,0.00521729,0.137504,-0.623509,-0.335038,-0.281255,694.605,4.04459,0.997335
log_lik[9013],-0.491995,0.00778015,0.2116,-0.918179,-0.42091,-0.310341,739.698,4.30716,0.998583
log_lik[9014],-0.5246,0.0110667,0.257332,-1.05817,-0.435749,-0.300909,540.691,3.14836,0.997886
log_lik[9015],-0.821118,0.013979,0.395895,-1.3449,-0.865192,-0.148368,802.057,4.67026,0.997229
log_lik[9016],-0.592038,0.00863327,0.265945,-1.1818,-0.508867,-0.330047,948.929,5.52548,0.998143
log_lik[9017],-0.34774,0.00986654,0.246612,-0.837031,-0.277809,-0.0811846,624.74,3.63777,0.998665
log_lik[9018],-0.421817,0.00437927,0.139038,-0.69546,-0.382146,-0.289894,1008.01,5.86952,0.997454
log_lik[9019],-0.903889,0.0108667,0.316517,-1.31981,-0.959497,-0.320806,848.401,4.94012,0.997606
log_lik[9020],-0.491828,0.0112032,0.247651,-0.909914,-0.416429,-0.310075,488.648,2.84533,0.997728
log_lik[9021],-0.764576,0.0117133,0.366184,-1.53951,-0.668578,-0.363535,977.329,5.69085,1.00115
log_lik[9022],-0.583733,0.0122174,0.272718,-1.06585,-0.497792,-0.332464,498.279,2.90141,0.998745
log_lik[9023],-0.249017,0.00668825,0.173516,-0.610152,-0.201262,-0.0624823,673.058,3.91912,0.999492
log_lik[9024],-0.485299,0.00816535,0.21853,-0.922505,-0.413592,-0.299,716.264,4.1707,0.998182
log_lik[9025],-0.535065,0.00989113,0.236075,-1.0249,-0.464042,-0.314443,569.651,3.317,0.996904
log_lik[9026],-0.746387,0.0169971,0.399278,-1.53399,-0.63002,-0.341589,551.824,3.21319,0.998863
log_lik[9027],-0.609967,0.0150509,0.323083,-1.26921,-0.500836,-0.32539,460.792,2.68313,0.99703
log_lik[9028],-0.286748,0.00699893,0.216453,-0.729762,-0.232021,-0.0544393,956.457,5.56931,0.997319
log_lik[9029],-0.603231,0.0119177,0.292223,-1.15719,-0.509718,-0.328298,601.232,3.50089,0.999013
log_lik[9030],-0.84452,0.0124075,0.337222,-1.30079,-0.902767,-0.257982,738.69,4.30128,1.00362
log_lik[9031],-1.049,0.00970567,0.269429,-1.35753,-1.12399,-0.49885,770.615,4.48718,0.998693
log_lik[9032],-0.419804,0.00676787,0.150089,-0.716601,-0.369047,-0.295518,491.805,2.86371,1.00695
log_lik[9033],-0.675164,0.0129419,0.369009,-1.5022,-0.553763,-0.321501,812.973,4.73382,0.997368
log_lik[9034],-0.410773,0.00433028,0.129214,-0.703919,-0.36686,-0.29559,890.401,5.18468,0.997083
log_lik[9035],-0.929481,0.0127126,0.313349,-1.32298,-0.990838,-0.348921,607.558,3.53773,0.997388
log_lik[9036],-0.493913,0.0122145,0.246718,-1.04778,-0.411911,-0.298212,407.992,2.37568,0.997703
log_lik[9037],-1.01841,0.00887586,0.26797,-1.34393,-1.07655,-0.517079,911.493,5.30749,0.998918
log_lik[9038],-0.680751,0.0141741,0.322584,-1.22263,-0.674527,-0.158804,517.958,3.016,1.00614
log_lik[9039],-0.448531,0.0122124,0.252261,-0.893636,-0.35761,-0.286271,426.677,2.48448,0.997548
log_lik[9040],-1.06969,0.00894596,0.25849,-1.36763,-1.14042,-0.530682,834.897,4.86149,0.999491
log_lik[9041],-0.395883,0.00634562,0.143885,-0.690436,-0.344391,-0.279566,514.141,2.99377,1.00111
log_lik[9042],-0.398003,0.00447362,0.108761,-0.624923,-0.364643,-0.296809,591.06,3.44166,0.998843
log_lik[9043],-0.719383,0.00999743,0.329293,-1.24814,-0.71107,-0.221499,1084.9,6.31719,1.00156
log_lik[9044],-0.76764,0.0111883,0.3531,-1.28576,-0.793833,-0.196476,996.01,5.79963,0.996925
log_lik[9045],-0.468825,0.00834621,0.209257,-0.898706,-0.395343,-0.302745,628.612,3.66032,1.0003
log_lik[9046],-0.560927,0.00889472,0.25287,-1.08821,-0.479081,-0.32452,808.222,4.70616,0.997671
log_lik[9047],-0.277539,0.00965399,0.225965,-0.773043,-0.208453,-0.0548863,547.856,3.19009,0.999579
log_lik[9048],-0.770879,0.0137711,0.36952,-1.29986,-0.800054,-0.178551,720.016,4.19255,1.00246
log_lik[9049],-0.391814,0.00564749,0.145283,-0.65962,-0.339037,-0.284209,661.787,3.85349,0.998793
log_lik[9050],-0.529636,0.0160652,0.369323,-1.20096,-0.441743,-0.0676341,528.496,3.07735,0.999396
log_lik[9051],-0.572753,0.0116751,0.284713,-1.09555,-0.482983,-0.31644,594.687,3.46278,1.00316
log_lik[9052],-0.515389,0.0066262,0.184601,-0.899551,-0.459674,-0.320319,776.136,4.51933,1.0006
log_lik[9053],-0.738555,0.0118614,0.312706,-1.22566,-0.735877,-0.23014,695.029,4.04705,0.999704
log_lik[9054],-1.05513,0.0110736,0.304146,-1.39217,-1.15871,-0.431321,754.376,4.39262,1.00179
log_lik[9055],-0.555069,0.0121668,0.259788,-1.09824,-0.470971,-0.324241,455.912,2.65471,1.00785
log_lik[9056],-0.875279,0.00956433,0.288893,-1.2741,-0.910668,-0.344589,912.356,5.31252,0.998378
log_lik[9057],-0.876028,0.0102617,0.32757,-1.32121,-0.938652,-0.309078,1018.99,5.93344,0.999521
log_lik[9058],-0.41999,0.0071772,0.179981,-0.764615,-0.360823,-0.286691,628.848,3.66169,0.996925
log_lik[9059],-0.420883,0.00607218,0.177377,-0.797955,-0.356752,-0.284361,853.311,4.96871,1.00013
log_lik[9060],-0.84699,0.0126931,0.338693,-1.31243,-0.900337,-0.25936,711.994,4.14584,0.99946
log_lik[9061],-0.946703,0.0105371,0.303165,-1.34151,-1.01564,-0.379507,827.776,4.82002,0.999202
log_lik[9062],-0.693181,0.0134883,0.349114,-1.40197,-0.583774,-0.343493,669.915,3.90082,0.997237
log_lik[9063],-0.398078,0.00629907,0.149039,-0.719689,-0.344614,-0.288092,559.821,3.25976,0.997948
log_lik[9064],-1.29915,0.0202423,0.664475,-2.63935,-1.13861,-0.491005,1077.55,6.27444,0.997255
log_lik[9065],-0.78192,0.0124087,0.299267,-1.23001,-0.7834,-0.271316,581.652,3.38688,0.999788
log_lik[9066],-0.550729,0.00935881,0.246711,-1.11113,-0.46745,-0.322965,694.923,4.04644,1.0
log_lik[9067],-1.11883,0.00890442,0.250139,-1.38155,-1.20706,-0.595677,789.135,4.59502,0.99835
log_lik[9068],-0.663732,0.0133527,0.341381,-1.31776,-0.557126,-0.332541,653.64,3.80605,0.997406
log_lik[9069],-0.499918,0.00923351,0.297613,-1.04964,-0.427446,-0.1124,1038.89,6.04932,0.997022
log_lik[9070],-0.334273,0.0107538,0.268571,-0.876238,-0.247614,-0.0477427,623.724,3.63186,0.997897
log_lik[9071],-0.554253,0.00801028,0.269943,-1.05435,-0.516739,-0.17111,1135.66,6.6128,0.998036
log_lik[9072],-1.04579,0.0106982,0.265633,-1.36835,-1.12153,-0.541995,616.51,3.58985,0.998016
log_lik[9073],-0.434152,0.0073751,0.186041,-0.814494,-0.371479,-0.291581,636.33,3.70526,0.997443
log_lik[9074],-0.4064,0.00689138,0.167976,-0.751826,-0.346585,-0.281254,594.128,3.45952,0.997052
log_lik[9075],-0.790447,0.0111226,0.321477,-1.26002,-0.809668,-0.244498,835.385,4.86433,0.998192
log_lik[9076],-0.463688,0.01085,0.25416,-1.02158,-0.363761,-0.290724,548.723,3.19514,1.00111
log_lik[9077],-0.398924,0.00565862,0.145647,-0.699052,-0.347855,-0.289437,662.495,3.85761,0.999262
log_lik[9078],-0.885019,0.0139093,0.292236,-1.27011,-0.940848,-0.359759,441.426,2.57036,0.999765
log_lik[9079],-0.78702,0.0102634,0.291547,-1.23024,-0.802683,-0.303376,806.93,4.69864,0.998434
log_lik[9080],-0.520549,0.00823488,0.204594,-0.954998,-0.446518,-0.33133,617.264,3.59424,0.99783
log_lik[9081],-0.385193,0.00452496,0.113169,-0.607957,-0.350102,-0.285689,625.501,3.6422,1.00249
log_lik[9082],-0.660984,0.0142205,0.353035,-1.37772,-0.547357,-0.331607,616.319,3.58874,0.999364
log_lik[9083],-0.597237,0.016635,0.34272,-1.19716,-0.556977,-0.136785,424.456,2.47154,1.00354
log_lik[9084],-0.556175,0.00855712,0.27189,-1.07066,-0.469818,-0.313601,1009.56,5.87851,0.997879
log_lik[9085],-0.412233,0.00717735,0.166752,-0.738417,-0.355177,-0.287504,539.773,3.14302,0.998615
log_lik[9086],-0.320689,0.00303865,0.0551538,-0.409722,-0.311873,-0.266234,329.45,1.91834,1.00204
log_lik[9087],-0.374168,0.00500016,0.119665,-0.616952,-0.338992,-0.278562,572.751,3.33505,0.996853
log_lik[9088],-0.364759,0.00380666,0.0915477,-0.541865,-0.335906,-0.278666,578.37,3.36777,1.00306
log_lik[9089],-0.791251,0.0092707,0.30336,-1.2478,-0.828131,-0.271972,1070.76,6.23488,0.99789
log_lik[9090],-0.749053,0.010336,0.310684,-1.21758,-0.744726,-0.238926,903.509,5.261,0.997836
log_lik[9091],-0.474343,0.0105168,0.248087,-0.966407,-0.384926,-0.296374,556.469,3.24024,1.00431
log_lik[9092],-0.505838,0.00895488,0.235999,-0.980354,-0.426777,-0.301367,694.544,4.04423,0.999069
log_lik[9093],-0.438485,0.009874,0.282796,-1.04157,-0.360881,-0.0975221,820.278,4.77636,0.998252
log_lik[9094],-0.756132,0.00946563,0.320132,-1.23246,-0.76627,-0.239226,1143.82,6.66031,0.996908
log_lik[9095],-1.07957,0.0121142,0.279055,-1.38164,-1.17018,-0.478506,530.622,3.08974,1.00046
log_lik[9096],-0.727494,0.0119351,0.341723,-1.27152,-0.711231,-0.175958,819.77,4.77341,1.00029
log_lik[9097],-0.579613,0.00951307,0.247894,-1.09299,-0.50499,-0.339163,679.034,3.95392,1.00115
log_lik[9098],-0.758169,0.0110208,0.307802,-1.22843,-0.778688,-0.226888,780.036,4.54204,0.997886
log_lik[9099],-0.383593,0.00414824,0.102018,-0.561644,-0.352044,-0.289057,604.825,3.52181,0.998158
log_lik[9100],-0.40105,0.00656934,0.148236,-0.688093,-0.346961,-0.283826,509.169,2.96482,1.00732
log_lik[9101],-0.445756,0.00558611,0.154228,-0.783688,-0.39162,-0.299929,762.271,4.4386,1.00336
log_lik[9102],-0.503153,0.00736784,0.204877,-0.943063,-0.437276,-0.312033,773.226,4.50238,1.00121
log_lik[9103],-0.315835,0.00273255,0.0391269,-0.394187,-0.311371,-0.265932,205.028,1.19385,1.00358
log_lik[9104],-0.508387,0.0133397,0.310154,-1.04224,-0.402412,-0.296188,540.58,3.14772,1.00285
log_lik[9105],-0.379781,0.0046511,0.121623,-0.63079,-0.341991,-0.282677,683.786,3.98159,0.998784
log_lik[9106],-0.892658,0.0110782,0.308861,-1.30935,-0.937037,-0.344787,777.301,4.52611,0.998492
log_lik[9107],-0.815425,0.00997636,0.311738,-1.26526,-0.840376,-0.263949,976.416,5.68553,0.997464
log_lik[9108],-0.434987,0.0061544,0.165766,-0.779039,-0.385764,-0.298399,725.474,4.22433,1.00321
log_lik[9109],-1.11421,0.00768048,0.261673,-1.38898,-1.20762,-0.563076,1160.76,6.75895,0.997911
log_lik[9110],-0.467616,0.00745488,0.188294,-0.844466,-0.400062,-0.30592,637.956,3.71473,0.998462
log_lik[9111],-1.04165,0.00919626,0.216676,-1.32837,-1.08443,-0.639429,555.134,3.23247,1.00113
log_lik[9112],-0.268314,0.00641931,0.187954,-0.67829,-0.215461,-0.0556391,857.29,4.99188,0.9995
log_lik[9113],-0.608648,0.0153754,0.387496,-1.26982,-0.55114,-0.0728635,635.154,3.69841,1.00065
log_lik[9114],-0.752686,0.0103226,0.302151,-1.20894,-0.757083,-0.261367,856.776,4.98888,0.999991
log_lik[9115],-0.563404,0.0129712,0.301684,-1.13862,-0.499354,-0.155861,540.932,3.14977,0.998512
log_lik[9116],-0.720159,0.0103733,0.323205,-1.24839,-0.708175,-0.208035,970.78,5.65271,0.998826
log_lik[9117],-0.438129,0.00659904,0.164744,-0.747844,-0.385446,-0.296151,623.244,3.62906,1.00197
log_lik[9118],-0.724138,0.0130899,0.340552,-1.23987,-0.733214,-0.170899,676.848,3.94119,0.999908
log_lik[9119],-0.368813,0.00352827,0.0874492,-0.543106,-0.342373,-0.286501,614.312,3.57705,0.998186
log_lik[9120],-1.14266,0.00839009,0.242824,-1.39242,-1.22454,-0.602356,837.623,4.87736,0.997806
log_lik[9121],-0.279569,0.00810728,0.219315,-0.747344,-0.214112,-0.0442527,731.791,4.26112,0.998095
log_lik[9122],-0.551386,0.0112003,0.261469,-1.12807,-0.475509,-0.314035,544.981,3.17334,0.99814
log_lik[9123],-1.07486,0.0127666,0.282102,-1.38193,-1.17089,-0.454204,488.275,2.84315,0.997941
log_lik[9124],-0.739105,0.0148639,0.385516,-1.29374,-0.730116,-0.150935,672.694,3.917,0.99688
log_lik[9125],-0.761492,0.0149521,0.349281,-1.27579,-0.777583,-0.207978,545.689,3.17747,1.00065
log_lik[9126],-0.600039,0.0114842,0.302137,-1.2396,-0.497753,-0.316247,692.166,4.03038,0.997885
log_lik[9127],-0.78219,0.0106893,0.322145,-1.25365,-0.808675,-0.250712,908.238,5.28854,0.99737
log_lik[9128],-0.586487,0.0126112,0.326063,-1.24776,-0.481151,-0.30868,668.482,3.89247,1.00228
log_lik[9129],-0.75738,0.0121617,0.287685,-1.20513,-0.75655,-0.293662,559.563,3.25826,1.00214
log_lik[9130],-0.836434,0.0102197,0.266074,-1.25401,-0.835984,-0.380028,677.839,3.94696,0.997483
log_lik[9131],-0.415069,0.00641608,0.154355,-0.796694,-0.359722,-0.290947,578.768,3.37008,0.998233
log_lik[9132],-0.889588,0.00933332,0.271778,-1.2814,-0.907283,-0.40475,847.919,4.93731,0.998109
log_lik[9133],-0.725103,0.0127002,0.375405,-1.28227,-0.731582,-0.130427,873.736,5.08764,0.998769
log_lik[9134],-0.602018,0.00958224,0.290605,-1.11891,-0.518206,-0.334629,919.756,5.35561,0.998152
log_lik[9135],-0.199464,0.00530338,0.154874,-0.527361,-0.15487,-0.044749,852.806,4.96577,0.997384
log_lik[9136],-0.444835,0.00735596,0.187989,-0.838486,-0.378246,-0.297139,653.112,3.80298,0.998414
log_lik[9137],-0.522893,0.0125704,0.37756,-1.20423,-0.471691,-0.0397019,902.139,5.25303,0.997065
log_lik[9138],-1.11403,0.00942642,0.252673,-1.39705,-1.1943,-0.583226,718.494,4.18369,0.999402
log_lik[9139],-0.861931,0.00955507,0.316487,-1.29714,-0.898514,-0.31787,1097.09,6.38821,0.998942
log_lik[9140],-0.403246,0.00506622,0.144081,-0.722547,-0.353396,-0.288531,808.81,4.70959,0.998019
log_lik[9141],-0.567085,0.0107277,0.273118,-1.1187,-0.467116,-0.324213,648.169,3.77419,0.998063
log_lik[9142],-0.892635,0.0135444,0.379705,-1.36034,-0.981302,-0.202632,785.913,4.57626,1.00174
log_lik[9143],-0.386814,0.00529916,0.14351,-0.680374,-0.339635,-0.282651,733.411,4.27055,0.997371
log_lik[9144],-0.369213,0.00423066,0.112561,-0.60695,-0.337809,-0.281394,707.884,4.12191,0.997911
log_lik[9145],-0.475536,0.0065992,0.186262,-0.849856,-0.409173,-0.304866,796.649,4.63878,0.997813
log_lik[9146],-0.744869,0.0109525,0.288415,-1.2204,-0.729676,-0.293434,693.44,4.0378,1.00074
log_lik[9147],-0.831707,0.0112579,0.308336,-1.26722,-0.870652,-0.271654,750.129,4.36789,1.00128
log_lik[9148],-0.783034,0.0189493,0.306083,-1.24595,-0.784616,-0.270484,260.912,1.51926,1.00997
log_lik[9149],-0.834766,0.0118366,0.319264,-1.27708,-0.859923,-0.272149,727.524,4.23627,0.997082
log_lik[9150],-0.41077,0.00655234,0.160998,-0.712272,-0.352857,-0.291234,603.736,3.51547,0.999528
log_lik[9151],-0.442117,0.0092127,0.204683,-0.909375,-0.367116,-0.293164,493.618,2.87427,1.00404
log_lik[9152],-0.610649,0.0156185,0.374225,-1.25069,-0.548734,-0.100591,574.1,3.3429,0.997246
log_lik[9153],-0.90246,0.0136033,0.367821,-1.34346,-1.01577,-0.220894,731.116,4.25718,0.997227
log_lik[9154],-0.669803,0.0172481,0.403338,-1.29787,-0.641681,-0.0914173,546.832,3.18412,0.99787
log_lik[9155],-0.926785,0.0093564,0.265141,-1.30718,-0.964012,-0.445747,803.039,4.67598,1.00155
log_lik[9156],-0.482183,0.00865761,0.193119,-0.852764,-0.423124,-0.315698,497.571,2.89728,0.999034
log_lik[9157],-0.585997,0.00987064,0.289929,-1.08642,-0.559176,-0.168357,862.763,5.02375,0.997622
log_lik[9158],-0.792342,0.0164804,0.354201,-1.51224,-0.698379,-0.373552,461.914,2.68966,1.00035
log_lik[9159],-0.394696,0.0041073,0.112872,-0.620343,-0.360184,-0.287972,755.193,4.39738,1.0005
log_lik[9160],-0.400224,0.00659454,0.149131,-0.648569,-0.354568,-0.287595,511.404,2.97783,0.999505
log_lik[9161],-0.545556,0.0105536,0.294064,-1.1944,-0.425771,-0.299691,776.394,4.52083,0.998801
log_lik[9162],-0.587763,0.0108865,0.302385,-1.11995,-0.560541,-0.127994,771.518,4.49244,0.999892
log_lik[9163],-0.353679,0.00877416,0.198202,-0.733658,-0.31291,-0.111336,510.275,2.97126,1.00341
log_lik[9164],-0.497712,0.0107394,0.254815,-1.046,-0.406705,-0.297603,562.982,3.27817,0.997864
log_lik[9165],-0.422872,0.00904123,0.250628,-0.910279,-0.379147,-0.104681,768.428,4.47445,0.999582
log_lik[9166],-0.522441,0.0172991,0.37027,-1.24543,-0.440264,-0.0622892,458.131,2.66763,1.00161
log_lik[9167],-0.535303,0.00866696,0.232117,-1.0199,-0.456675,-0.325215,717.263,4.17652,1.00565
log_lik[9168],-0.77677,0.00822716,0.244507,-1.15294,-0.789335,-0.367479,883.251,5.14304,0.999281
log_lik[9169],-0.400237,0.00454912,0.120916,-0.673902,-0.361114,-0.292021,706.501,4.11385,0.998831
log_lik[9170],-0.718885,0.0132123,0.337932,-1.38574,-0.6224,-0.359201,654.184,3.80922,1.00561
log_lik[9171],-0.513864,0.0178395,0.396102,-1.24532,-0.399719,-0.0583756,493.005,2.8707,1.00473
log_lik[9172],-0.649043,0.0126073,0.331681,-1.22133,-0.625722,-0.146602,692.143,4.03025,1.00092
log_lik[9173],-0.399995,0.00446629,0.12186,-0.656757,-0.357156,-0.289399,744.435,4.33474,0.998455
log_lik[9174],-0.430846,0.0067526,0.159129,-0.823395,-0.37334,-0.293026,555.334,3.23363,0.997984
log_lik[9175],-0.603137,0.0115931,0.30069,-1.12323,-0.579792,-0.145916,672.724,3.91718,0.999167
log_lik[9176],-0.698605,0.00975471,0.311464,-1.20355,-0.686405,-0.213568,1019.5,5.93642,0.99717
log_lik[9177],-0.769017,0.0124009,0.412564,-1.32549,-0.803263,-0.111923,1106.81,6.44482,0.998352
log_lik[9178],-0.60145,0.0115806,0.310393,-1.1422,-0.554428,-0.147179,718.387,4.18307,0.997966
log_lik[9179],-0.718751,0.0113982,0.33239,-1.23685,-0.709923,-0.206318,850.406,4.95179,0.997261
log_lik[9180],-0.440251,0.00825599,0.170999,-0.811967,-0.37952,-0.290495,428.992,2.49796,1.00267
log_lik[9181],-0.44191,0.00646719,0.14664,-0.770145,-0.396988,-0.31013,514.127,2.99369,1.00072
log_lik[9182],-0.411899,0.00766343,0.152,-0.726127,-0.363161,-0.288967,393.405,2.29074,1.00957
log_lik[9183],-0.482994,0.00755062,0.172507,-0.861138,-0.434254,-0.314923,521.971,3.03937,1.00085
log_lik[9184],-0.41558,0.00604351,0.155051,-0.734491,-0.360083,-0.291536,658.219,3.83271,1.00501
log_lik[9185],-0.415206,0.00586527,0.142538,-0.71782,-0.36626,-0.292417,590.586,3.4389,0.999103
log_lik[9186],-0.525021,0.00797265,0.216119,-0.927313,-0.462089,-0.324207,734.817,4.27873,0.999047
log_lik[9187],-0.515853,0.00811347,0.203168,-0.900949,-0.454713,-0.322687,627.042,3.65118,0.997157
log_lik[9188],-0.571956,0.0106947,0.275857,-1.14672,-0.487473,-0.314685,665.322,3.87407,0.997307
log_lik[9189],-0.810622,0.0148025,0.417544,-1.6325,-0.688768,-0.362754,795.672,4.63309,0.999577
log_lik[9190],-0.468998,0.00761653,0.181705,-0.79821,-0.412057,-0.312198,569.142,3.31403,1.00024
log_lik[9191],-0.421986,0.00497653,0.14996,-0.739601,-0.368507,-0.295321,908.021,5.28728,0.999404
log_lik[9192],-0.81088,0.0131931,0.339745,-1.29626,-0.824776,-0.268252,663.15,3.86143,0.998575
log_lik[9193],-0.550744,0.0125069,0.270661,-1.14146,-0.450183,-0.321308,468.332,2.72703,0.99974
log_lik[9194],-0.465454,0.00617822,0.173536,-0.818809,-0.409322,-0.304409,788.961,4.594,0.997522
log_lik[9195],-0.390381,0.00561617,0.122445,-0.619273,-0.350912,-0.291574,475.339,2.76783,0.999328
log_lik[9196],-0.809299,0.0137299,0.418822,-1.64391,-0.684129,-0.370663,930.515,5.41825,0.999222
log_lik[9197],-1.0683,0.010098,0.261328,-1.36378,-1.14956,-0.541068,669.726,3.89972,0.999702
log_lik[9198],-0.559941,0.0126258,0.328594,-1.21086,-0.45113,-0.306269,677.335,3.94403,1.00592
log_lik[9199],-0.828772,0.0135515,0.397013,-1.32871,-0.88918,-0.135338,858.298,4.99775,0.997001
log_lik[9200],-0.313019,0.00867492,0.232978,-0.814326,-0.247549,-0.0586436,721.273,4.19987,1.00188
log_lik[9201],-0.462063,0.00908529,0.213757,-0.913656,-0.388427,-0.298969,553.56,3.2233,1.0073
log_lik[9202],-0.458109,0.00442126,0.142612,-0.739337,-0.4219,-0.31624,1040.45,6.05839,0.997218
log_lik[9203],-0.613636,0.0133607,0.383119,-1.24065,-0.574458,-0.0923287,822.26,4.7879,0.99705
log_lik[9204],-0.683009,0.0224861,0.450528,-1.35078,-0.633943,-0.0569523,401.434,2.3375,0.997409
log_lik[9205],-0.666123,0.0119155,0.300626,-1.17267,-0.654557,-0.20219,636.545,3.70651,1.00064
log_lik[9206],-0.579571,0.0104793,0.277419,-1.13677,-0.4969,-0.32196,700.821,4.08078,1.00136
log_lik[9207],-0.896828,0.00883328,0.274243,-1.26786,-0.927203,-0.378522,963.888,5.61258,0.997258
log_lik[9208],-0.414358,0.00672426,0.163725,-0.751058,-0.353765,-0.288972,592.844,3.45205,0.998887
log_lik[9209],-0.8361,0.0108846,0.296809,-1.25724,-0.866295,-0.281536,743.583,4.32978,1.00012
log_lik[9210],-0.626164,0.00916079,0.290998,-1.13936,-0.60293,-0.198647,1009.05,5.87558,0.996961
