,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
log_lik[2306],-0.438119,0.00731134,0.189469,-0.805716,-0.374403,-0.291593,671.559,3.91039,0.996968
log_lik[2307],-0.773968,0.0117231,0.360342,-1.29031,-0.794603,-0.180901,944.816,5.50153,1.00236
log_lik[2308],-1.04599,0.0111511,0.283422,-1.37046,-1.12315,-0.470002,646.005,3.76159,1.00207
log_lik[2309],-0.627619,0.0106401,0.287275,-1.19275,-0.555935,-0.349551,728.961,4.24463,0.997691
log_lik[2310],-0.876861,0.0118445,0.304705,-1.28862,-0.924844,-0.341295,661.792,3.85352,0.998329
log_lik[2311],-0.433832,0.00636196,0.168235,-0.770121,-0.376089,-0.289904,699.28,4.07181,0.999149
log_lik[2312],-0.611703,0.00879936,0.271757,-1.13145,-0.532692,-0.332472,953.803,5.55386,0.999201
log_lik[2313],-0.599109,0.0114677,0.319075,-1.28863,-0.493809,-0.319632,774.156,4.5078,0.997703
log_lik[2314],-0.552451,0.00776095,0.238915,-1.09703,-0.472829,-0.324347,947.673,5.51816,0.997348
log_lik[2315],-0.586232,0.010133,0.292359,-1.10762,-0.475859,-0.328043,832.448,4.84722,1.00378
log_lik[2316],-0.957898,0.00933728,0.315079,-1.3429,-1.03342,-0.363786,1138.67,6.63033,0.998116
log_lik[2317],-0.488591,0.0092336,0.22579,-0.966096,-0.398637,-0.303128,597.953,3.4818,1.00395
log_lik[2318],-0.40376,0.00649791,0.151059,-0.690606,-0.355017,-0.292901,540.437,3.14688,0.996967
log_lik[2319],-0.542457,0.0149223,0.329845,-1.1604,-0.470906,-0.111601,488.59,2.84499,1.00403
log_lik[2320],-0.794277,0.0109551,0.319887,-1.26342,-0.804952,-0.246412,852.628,4.96473,0.999784
log_lik[2321],-0.419555,0.00636913,0.179345,-0.75577,-0.356075,-0.27966,792.897,4.61693,0.999165
log_lik[2322],-0.596422,0.00828669,0.235539,-1.08712,-0.533037,-0.347043,807.909,4.70434,1.00283
log_lik[2323],-0.973699,0.0129804,0.35199,-1.37505,-1.07368,-0.294494,735.337,4.28176,0.998217
log_lik[2324],-0.318464,0.00322219,0.0528037,-0.389317,-0.309993,-0.266613,268.551,1.56373,1.0118
log_lik[2325],-0.35421,0.00459311,0.0895061,-0.510841,-0.329243,-0.280196,379.744,2.2112,0.999544
log_lik[2326],-0.52546,0.00884261,0.235831,-0.988672,-0.443934,-0.310336,711.283,4.1417,0.997511
log_lik[2327],-0.499617,0.00674099,0.208043,-0.924571,-0.434738,-0.313155,952.487,5.5462,0.999284
log_lik[2328],-0.252053,0.00695102,0.186743,-0.642857,-0.203719,-0.0516096,721.757,4.20269,0.997425
log_lik[2329],-0.693883,0.0100231,0.295477,-1.28757,-0.615641,-0.364335,869.048,5.06034,1.00105
log_lik[2330],-0.485753,0.00923376,0.232039,-0.95815,-0.399885,-0.301244,631.487,3.67706,0.997821
log_lik[2331],-0.571556,0.0173142,0.335938,-1.21197,-0.453289,-0.304984,376.454,2.19204,0.999705
log_lik[2332],-0.469931,0.00738198,0.227091,-0.973795,-0.377669,-0.29496,946.351,5.51047,0.999924
log_lik[2333],-0.711159,0.0155181,0.341801,-1.23165,-0.716787,-0.195796,485.141,2.82491,1.00847
log_lik[2334],-0.975206,0.00894959,0.28133,-1.33011,-1.03484,-0.462903,988.154,5.75388,0.997954
log_lik[2335],-0.794828,0.0113513,0.341898,-1.3022,-0.798542,-0.211557,907.192,5.28245,0.997763
log_lik[2336],-0.898461,0.0117662,0.347709,-1.33442,-0.958036,-0.280469,873.294,5.08507,0.997499
log_lik[2337],-0.938846,0.0119544,0.316929,-1.34689,-1.00702,-0.343007,702.864,4.09268,0.998079
log_lik[2338],-0.561065,0.00925179,0.260421,-1.16348,-0.476729,-0.314587,792.319,4.61356,1.00044
log_lik[2339],-0.475608,0.00912379,0.237988,-0.96188,-0.388548,-0.290996,680.393,3.96183,0.99677
log_lik[2340],-0.375885,0.00754936,0.222907,-0.861915,-0.323338,-0.104125,871.821,5.07649,0.999189
log_lik[2341],-0.513235,0.00615903,0.184838,-0.855337,-0.462185,-0.321702,900.65,5.24435,1.00049
log_lik[2342],-0.47852,0.0125871,0.275943,-1.01005,-0.416417,-0.117677,480.602,2.79848,1.00246
log_lik[2343],-0.927657,0.010819,0.316423,-1.33661,-0.975958,-0.325653,855.383,4.98077,0.997642
log_lik[2344],-0.565067,0.0104453,0.266831,-1.10901,-0.46942,-0.324127,652.582,3.79989,1.00118
log_lik[2345],-0.491058,0.00856336,0.223116,-0.918533,-0.416494,-0.305562,678.847,3.95283,1.00308
log_lik[2346],-0.415482,0.00766754,0.174506,-0.772406,-0.359119,-0.289761,517.976,3.0161,1.00025
log_lik[2347],-0.499213,0.00679549,0.184298,-0.892663,-0.438436,-0.312556,735.527,4.28287,0.997612
log_lik[2348],-0.496428,0.0121857,0.285027,-1.06191,-0.390509,-0.289887,547.104,3.18571,0.997987
log_lik[2349],-0.797413,0.0147929,0.388881,-1.33831,-0.844049,-0.149373,691.078,4.02405,0.997729
log_lik[2350],-0.464705,0.0101279,0.228987,-0.958302,-0.383156,-0.295826,511.188,2.97657,0.99789
log_lik[2351],-0.389279,0.00431716,0.108014,-0.591882,-0.354317,-0.29067,625.987,3.64503,0.997157
log_lik[2352],-0.502546,0.00801313,0.242395,-0.975604,-0.41759,-0.300231,915.043,5.32817,0.998771
log_lik[2353],-1.02501,0.011238,0.293701,-1.36032,-1.09666,-0.422847,683.017,3.97711,1.00216
log_lik[2354],-0.818582,0.0137874,0.312233,-1.28095,-0.837066,-0.300672,512.853,2.98627,1.00288
log_lik[2355],-0.750528,0.0104473,0.302727,-1.22506,-0.750587,-0.233663,839.645,4.88914,0.998474
log_lik[2356],-0.467923,0.00609331,0.196356,-0.876682,-0.406304,-0.305577,1038.44,6.04668,0.998168
log_lik[2357],-0.437702,0.0114888,0.275748,-0.990818,-0.383413,-0.101535,576.069,3.35436,0.998061
log_lik[2358],-0.427035,0.00552021,0.147021,-0.709333,-0.378027,-0.300909,709.329,4.13032,1.00154
log_lik[2359],-0.512341,0.0113303,0.28584,-1.11745,-0.402722,-0.291365,636.452,3.70597,0.997009
log_lik[2360],-0.593514,0.0116523,0.294429,-1.10043,-0.570797,-0.167281,638.469,3.71771,1.00028
log_lik[2361],-0.404494,0.00681868,0.160501,-0.738066,-0.343732,-0.28929,554.058,3.2262,0.9983
log_lik[2362],-0.535464,0.00819962,0.213073,-0.97341,-0.473346,-0.327761,675.26,3.93194,1.00068
log_lik[2363],-0.52071,0.0127492,0.307666,-1.17661,-0.398723,-0.29305,582.362,3.39101,1.00841
log_lik[2364],-0.384846,0.00569694,0.135093,-0.650507,-0.342586,-0.277628,562.314,3.27428,1.00167
log_lik[2365],-1.06607,0.0106606,0.303497,-1.39044,-1.17623,-0.41832,810.484,4.71933,0.999739
log_lik[2366],-1.06362,0.0149479,0.272825,-1.36153,-1.15011,-0.484955,333.124,1.93973,1.00303
log_lik[2367],-0.426974,0.00836834,0.189229,-0.821633,-0.359008,-0.289236,511.323,2.97736,0.998025
log_lik[2368],-0.566849,0.00937306,0.273696,-1.00634,-0.487209,-0.32641,852.657,4.9649,0.999386
log_lik[2369],-0.576879,0.00908611,0.246873,-1.09829,-0.49713,-0.325976,738.228,4.2986,1.00425
log_lik[2370],-0.864205,0.0105464,0.294747,-1.29339,-0.892563,-0.360007,781.064,4.54802,0.999667
log_lik[2371],-0.450934,0.00930756,0.274716,-0.970343,-0.400202,-0.100428,871.158,5.07263,0.998801
log_lik[2372],-0.463252,0.00788459,0.171684,-0.777488,-0.409775,-0.307982,474.131,2.7608,0.999411
log_lik[2373],-0.461528,0.00890362,0.205223,-0.880173,-0.389016,-0.298237,531.273,3.09353,0.998624
log_lik[2374],-0.430341,0.0148131,0.344515,-1.14752,-0.338067,-0.0432414,540.913,3.14966,0.999504
log_lik[2375],-0.879729,0.0117984,0.281405,-1.26514,-0.912064,-0.371374,568.875,3.31248,0.99827
log_lik[2376],-0.466442,0.00817263,0.205954,-0.878403,-0.397513,-0.29978,635.062,3.69787,0.999017
log_lik[2377],-0.466348,0.00807379,0.195613,-0.832423,-0.404968,-0.305525,587.002,3.41803,0.998317
log_lik[2378],-0.725328,0.0106702,0.30178,-1.20843,-0.712658,-0.238204,799.899,4.6577,1.00075
log_lik[2379],-0.823648,0.0170939,0.444765,-1.72279,-0.706975,-0.358344,676.984,3.94198,0.9994
log_lik[2380],-0.553272,0.00879655,0.236126,-1.00412,-0.484898,-0.328854,720.547,4.19564,0.999301
log_lik[2381],-1.14078,0.00976341,0.221612,-1.37358,-1.21219,-0.657262,515.21,2.99999,0.997833
log_lik[2382],-0.736186,0.0129072,0.386465,-1.51599,-0.620766,-0.342051,896.515,5.22028,0.998519
log_lik[2383],-0.455814,0.0113115,0.302985,-1.08257,-0.382453,-0.090555,717.464,4.17769,1.00501
log_lik[2384],-0.766515,0.0117338,0.354546,-1.29674,-0.792195,-0.194599,912.991,5.31622,0.998856
log_lik[2385],-0.863835,0.0120664,0.359871,-1.32147,-0.916282,-0.217599,889.477,5.1793,0.998853
log_lik[2386],-0.798106,0.0112235,0.306093,-1.25336,-0.827669,-0.273552,743.787,4.33096,0.999315
log_lik[2387],-0.748454,0.0134675,0.35025,-1.27008,-0.764853,-0.190463,676.367,3.93839,0.998356
log_lik[2388],-0.748773,0.00988407,0.296848,-1.20254,-0.762995,-0.25986,901.976,5.25208,1.00162
log_lik[2389],-1.00408,0.0105023,0.260141,-1.32697,-1.06236,-0.499277,613.551,3.57262,1.00034
log_lik[2390],-1.05086,0.009618,0.268654,-1.35518,-1.13805,-0.48324,780.221,4.54312,0.999759
log_lik[2391],-0.556203,0.00949013,0.23062,-1.02436,-0.490462,-0.329376,590.538,3.43862,0.998951
log_lik[2392],-0.46639,0.00875183,0.205101,-0.925374,-0.399046,-0.301208,549.207,3.19796,1.00084
log_lik[2393],-0.577318,0.0136322,0.337174,-1.1898,-0.508471,-0.123551,611.75,3.56213,0.997572
log_lik[2394],-0.805842,0.0229428,0.538182,-1.93326,-0.625312,-0.324952,550.257,3.20407,1.00116
log_lik[2395],-0.813107,0.0134965,0.411936,-1.66417,-0.721123,-0.360292,931.571,5.4244,0.997052
log_lik[2396],-0.46909,0.0103892,0.236048,-0.893878,-0.390316,-0.292636,516.227,3.00592,0.9981
log_lik[2397],-1.11576,0.0104388,0.259676,-1.38597,-1.20025,-0.548991,618.811,3.60325,0.997045
log_lik[2398],-0.557048,0.00947877,0.226075,-1.00387,-0.483105,-0.334665,568.854,3.31236,0.999717
log_lik[2399],-0.588919,0.0120012,0.304339,-1.22874,-0.48653,-0.322678,643.077,3.74454,0.999696
log_lik[2400],-0.5744,0.0110725,0.293213,-1.18833,-0.471741,-0.320189,701.253,4.0833,1.00033
log_lik[2401],-0.5158,0.0105143,0.220835,-0.972304,-0.446963,-0.309989,441.134,2.56866,1.00623
log_lik[2402],-0.516373,0.0101016,0.230848,-0.958735,-0.439774,-0.31482,522.239,3.04092,0.998886
log_lik[2403],-0.497868,0.0144279,0.334355,-1.17786,-0.423446,-0.0910182,537.042,3.12712,0.996862
log_lik[2404],-0.42434,0.0101248,0.249469,-0.9465,-0.381674,-0.108507,607.103,3.53508,1.0038
log_lik[2405],-0.681555,0.0114714,0.324332,-1.20619,-0.670307,-0.192432,799.367,4.6546,0.997722
log_lik[2406],-0.459315,0.00843765,0.153015,-0.760484,-0.410631,-0.315229,328.87,1.91497,1.00007
log_lik[2407],-0.484908,0.00891073,0.221962,-0.908988,-0.401859,-0.301933,620.481,3.61297,1.00298
log_lik[2408],-0.79664,0.0136592,0.396148,-1.34167,-0.835109,-0.155765,841.134,4.8978,0.997978
log_lik[2409],-0.424133,0.00821235,0.165336,-0.762361,-0.371026,-0.288905,405.32,2.36012,1.00256
log_lik[2410],-0.423163,0.00583452,0.171516,-0.745696,-0.364565,-0.290357,864.164,5.03191,0.997771
log_lik[2411],-0.398226,0.00498086,0.134323,-0.645855,-0.356498,-0.291582,727.267,4.23477,0.996689
log_lik[2412],-0.938084,0.0116033,0.320171,-1.33628,-1.00951,-0.31273,761.381,4.43341,0.998651
log_lik[2413],-0.896285,0.0123069,0.307573,-1.30172,-0.944933,-0.36619,624.597,3.63694,1.00218
log_lik[2414],-0.617656,0.0115004,0.297561,-1.22086,-0.521986,-0.328016,669.457,3.89815,0.999503
log_lik[2415],-0.965973,0.010525,0.285568,-1.32518,-1.03681,-0.416453,736.163,4.28657,0.999257
log_lik[2416],-0.429115,0.00593628,0.154726,-0.724618,-0.379075,-0.301609,679.358,3.9558,1.0028
log_lik[2417],-0.795166,0.0125153,0.333677,-1.27123,-0.811176,-0.255164,710.841,4.13913,1.00065
log_lik[2418],-0.813748,0.00816069,0.300407,-1.25837,-0.845255,-0.310477,1355.08,7.89046,0.999317
log_lik[2419],-0.908095,0.0105849,0.279246,-1.30357,-0.948366,-0.405988,695.984,4.05262,0.999059
log_lik[2420],-0.592716,0.0101668,0.303453,-1.14067,-0.563728,-0.152346,890.876,5.18744,0.997132
log_lik[2421],-0.748573,0.0126608,0.359484,-1.3062,-0.7651,-0.177108,806.185,4.6943,0.998337
log_lik[2422],-0.437167,0.00590499,0.157903,-0.713552,-0.393148,-0.29877,715.058,4.16368,1.00345
log_lik[2423],-0.501845,0.00905259,0.193325,-0.869179,-0.43911,-0.32031,456.068,2.65562,0.997986
log_lik[2424],-0.780375,0.0117531,0.315957,-1.23506,-0.823003,-0.237882,722.683,4.20808,0.99775
log_lik[2425],-0.954978,0.0112601,0.307915,-1.3335,-1.02485,-0.349516,747.782,4.35423,0.999527
log_lik[2426],-0.488299,0.00672417,0.172401,-0.816454,-0.437435,-0.316014,657.355,3.82768,0.998187
log_lik[2427],-1.05012,0.00882898,0.276395,-1.37136,-1.12822,-0.496124,980.027,5.70656,0.997282
log_lik[2428],-0.521175,0.00674018,0.208853,-0.962399,-0.454573,-0.324105,960.151,5.59082,0.99809
log_lik[2429],-0.526478,0.00977772,0.224135,-0.9526,-0.464117,-0.315593,525.465,3.05971,0.997841
log_lik[2430],-0.487672,0.00852179,0.229135,-0.929741,-0.411894,-0.304936,722.975,4.20978,0.999923
log_lik[2431],-0.327358,0.00792559,0.210847,-0.774828,-0.272983,-0.0905292,707.735,4.12104,1.00037
log_lik[2432],-0.811684,0.0114077,0.389595,-1.31712,-0.861114,-0.135422,1166.34,6.79146,0.9985
log_lik[2433],-0.439577,0.00728586,0.201549,-0.888187,-0.366981,-0.293437,765.241,4.45589,0.9982
log_lik[2434],-0.619032,0.0137634,0.318766,-1.18658,-0.590582,-0.149849,536.403,3.1234,0.998152
log_lik[2435],-1.06394,0.011023,0.304532,-1.3728,-1.18147,-0.408012,763.254,4.44432,0.998238
log_lik[2436],-0.651771,0.00865028,0.287408,-1.11942,-0.648853,-0.210408,1103.92,6.42795,0.998328
log_lik[2437],-1.3243,0.0214909,0.642821,-2.54092,-1.20468,-0.494429,894.685,5.20962,0.99731
log_lik[2438],-0.765333,0.00823682,0.283776,-1.19941,-0.782744,-0.295274,1186.95,6.91144,0.999134
log_lik[2439],-0.970971,0.0111754,0.294097,-1.34714,-1.04112,-0.414968,692.552,4.03263,0.997134
log_lik[2440],-0.520651,0.010419,0.245478,-1.02261,-0.436491,-0.309892,555.097,3.23225,0.999706
log_lik[2441],-0.823655,0.0154844,0.379158,-1.33611,-0.871466,-0.220236,599.585,3.4913,0.996719
log_lik[2442],-0.442796,0.00768941,0.210162,-0.877625,-0.3652,-0.289778,747.003,4.34969,0.998016
log_lik[2443],-0.632908,0.0122126,0.309053,-1.30175,-0.526452,-0.332992,640.401,3.72897,0.998974
log_lik[2444],-0.97029,0.010309,0.300222,-1.34169,-1.04608,-0.37767,848.114,4.93845,1.00374
log_lik[2445],-0.803691,0.014205,0.368112,-1.3103,-0.841049,-0.180369,671.552,3.91035,0.99685
log_lik[2446],-0.528156,0.00768555,0.197719,-0.927917,-0.466691,-0.32964,661.83,3.85374,1.0065
log_lik[2447],-0.629621,0.0121336,0.322341,-1.1631,-0.599924,-0.171632,705.757,4.10952,1.00051
log_lik[2448],-0.796937,0.010167,0.296177,-1.25496,-0.806725,-0.308592,848.619,4.94139,1.00143
log_lik[2449],-0.466076,0.0087386,0.222505,-0.918834,-0.385346,-0.295514,648.33,3.77513,1.0013
log_lik[2450],-0.431044,0.00760922,0.192954,-0.857967,-0.357312,-0.286931,643.024,3.74424,0.998112
log_lik[2451],-0.469346,0.0142212,0.253476,-0.904553,-0.385423,-0.294916,317.688,1.84985,1.00301
log_lik[2452],-0.468038,0.0108204,0.239697,-0.975451,-0.376708,-0.291097,490.721,2.8574,1.00909
log_lik[2453],-0.514856,0.00725991,0.252464,-0.997143,-0.483346,-0.166266,1209.3,7.04161,1.0006
log_lik[2454],-0.369843,0.00356204,0.0895006,-0.538589,-0.345728,-0.284543,631.327,3.67613,0.998759
log_lik[2455],-0.446656,0.00870282,0.205096,-0.839841,-0.368418,-0.2906,555.384,3.23392,1.00044
log_lik[2456],-0.487163,0.00817903,0.179312,-0.82788,-0.428281,-0.31432,480.635,2.79867,1.00471
log_lik[2457],-0.677435,0.0179443,0.410645,-1.4714,-0.531459,-0.308364,523.697,3.04941,0.999369
log_lik[2458],-0.479863,0.00804669,0.222075,-0.920964,-0.403565,-0.299142,761.668,4.43508,0.999857
log_lik[2459],-0.410288,0.0072327,0.158525,-0.695266,-0.355159,-0.289745,480.388,2.79723,1.00713
log_lik[2460],-0.490214,0.015176,0.359034,-1.17571,-0.394025,-0.0582339,559.701,3.25906,1.00093
log_lik[2461],-0.687192,0.0105902,0.327081,-1.20501,-0.673702,-0.180492,953.906,5.55446,0.998852
log_lik[2462],-0.725161,0.0104122,0.323934,-1.25554,-0.730138,-0.209772,967.899,5.63594,0.998192
log_lik[2463],-0.444141,0.00602393,0.160942,-0.772396,-0.390229,-0.302215,713.806,4.15639,0.997816
log_lik[2464],-0.45575,0.00755706,0.16352,-0.779035,-0.402484,-0.310484,468.203,2.72628,1.00048
log_lik[2465],-0.387212,0.00626212,0.147874,-0.616195,-0.341949,-0.282606,557.621,3.24695,1.00092
log_lik[2466],-0.422697,0.00764806,0.181734,-0.761487,-0.35918,-0.287275,564.635,3.28779,0.998611
log_lik[2467],-0.736046,0.0151149,0.318721,-1.23547,-0.71522,-0.213394,444.641,2.58908,1.00573
log_lik[2468],-1.02224,0.0106937,0.278505,-1.36102,-1.10295,-0.456227,678.284,3.94955,1.0046
log_lik[2469],-0.436787,0.00703611,0.1804,-0.804839,-0.375543,-0.29148,657.371,3.82777,1.00003
log_lik[2470],-0.578677,0.0125914,0.357722,-1.23298,-0.449922,-0.297327,807.126,4.69978,0.996891
log_lik[2471],-0.581833,0.0114849,0.254968,-1.11631,-0.502121,-0.329685,492.852,2.86981,0.997399
log_lik[2472],-0.571248,0.0120751,0.335276,-1.18852,-0.516106,-0.117278,770.95,4.48913,0.996849
log_lik[2473],-0.393492,0.00499168,0.119619,-0.652867,-0.354844,-0.288455,574.26,3.34384,0.998095
log_lik[2474],-0.47212,0.0106537,0.259715,-0.962351,-0.37707,-0.292874,594.282,3.46042,0.997162
log_lik[2475],-0.402434,0.00729703,0.155686,-0.683686,-0.349047,-0.285857,455.207,2.6506,1.00171
log_lik[2476],-0.408339,0.00596972,0.163046,-0.683223,-0.36153,-0.292389,745.955,4.34359,0.998687
log_lik[2477],-0.442862,0.00778561,0.172056,-0.797605,-0.39,-0.2947,488.376,2.84375,0.998553
log_lik[2478],-0.478564,0.0106824,0.257724,-0.977681,-0.384829,-0.294753,582.066,3.38929,0.998019
log_lik[2479],-0.864575,0.0113745,0.29809,-1.27817,-0.905421,-0.301733,686.794,3.9991,0.997304
log_lik[2480],-0.556692,0.0105367,0.257893,-1.0998,-0.471518,-0.306933,599.057,3.48822,0.999846
log_lik[2481],-1.0964,0.00860368,0.22659,-1.37095,-1.15603,-0.622755,693.609,4.03879,0.999522
log_lik[2482],-0.171311,0.00486879,0.135786,-0.438397,-0.132668,-0.0331829,777.795,4.52899,0.996721
log_lik[2483],-0.528356,0.00773966,0.245625,-1.01525,-0.445241,-0.30206,1007.17,5.8646,0.997355
log_lik[2484],-1.01204,0.0098163,0.302075,-1.37009,-1.10686,-0.417976,946.964,5.51403,0.998276
log_lik[2485],-0.975333,0.0114373,0.306515,-1.34492,-1.0533,-0.402679,718.223,4.18211,0.998049
log_lik[2486],-0.46787,0.00933931,0.214444,-0.901593,-0.388849,-0.298698,527.225,3.06996,1.0028
log_lik[2487],-0.506168,0.00839182,0.188313,-0.909714,-0.446126,-0.317727,503.559,2.93215,1.00255
log_lik[2488],-0.276629,0.00645218,0.179351,-0.643469,-0.236247,-0.0726719,772.667,4.49913,0.997694
log_lik[2489],-0.414256,0.00683459,0.172283,-0.763673,-0.350708,-0.288846,635.417,3.69994,1.00153
log_lik[2490],-1.04808,0.00818552,0.244453,-1.35989,-1.1049,-0.57162,891.866,5.19321,0.996763
log_lik[2491],-0.924576,0.00993805,0.322787,-1.32673,-0.995215,-0.315825,1054.95,6.14281,0.998001
log_lik[2492],-0.418369,0.00717844,0.164816,-0.794882,-0.360822,-0.294387,527.154,3.06954,0.997573
log_lik[2493],-0.510176,0.0126095,0.274428,-1.03092,-0.422645,-0.29987,473.654,2.75802,0.998896
log_lik[2494],-0.418205,0.00601334,0.163953,-0.759489,-0.35826,-0.292037,743.378,4.32858,1.0006
log_lik[2495],-0.56182,0.0120888,0.28742,-1.08667,-0.518795,-0.155245,565.284,3.29157,1.00306
log_lik[2496],-1.05487,0.00994559,0.268615,-1.35185,-1.13243,-0.513637,729.458,4.24753,0.999203
log_lik[2497],-0.823862,0.0125394,0.327906,-1.28126,-0.861006,-0.255118,683.823,3.9818,0.998886
log_lik[2498],-0.380644,0.0110174,0.266203,-0.955518,-0.319747,-0.076192,583.811,3.39945,0.999198
log_lik[2499],-0.543506,0.00929248,0.227831,-0.988363,-0.466988,-0.32522,601.122,3.50025,0.996894
log_lik[2500],-0.418024,0.00546662,0.135194,-0.710062,-0.378961,-0.298561,611.612,3.56133,1.00235
log_lik[2501],-1.00808,0.00863599,0.258313,-1.35073,-1.05096,-0.537786,894.68,5.20959,1.00534
log_lik[2502],-0.577081,0.0115442,0.308428,-1.13113,-0.549707,-0.123087,713.803,4.15637,1.00276
log_lik[2503],-0.484365,0.00967102,0.243612,-0.957362,-0.398013,-0.304963,634.532,3.69479,0.998013
log_lik[2504],-0.40907,0.00667394,0.137746,-0.668651,-0.362285,-0.295071,425.982,2.48043,0.998831
log_lik[2505],-0.505947,0.0130716,0.279077,-1.03815,-0.407412,-0.297548,455.814,2.65414,0.999709
log_lik[2506],-0.365578,0.00360196,0.0917017,-0.534597,-0.337913,-0.28012,648.154,3.77411,1.01207
log_lik[2507],-0.453493,0.00810831,0.168531,-0.805795,-0.386973,-0.302986,432.015,2.51556,0.997363
log_lik[2508],-0.390631,0.00451287,0.120401,-0.602965,-0.350699,-0.287905,711.79,4.14465,0.998146
log_lik[2509],-0.488983,0.00958884,0.211442,-0.902681,-0.419016,-0.309407,486.241,2.83131,1.00535
log_lik[2510],-0.359177,0.010753,0.26414,-0.928064,-0.28016,-0.0712055,603.403,3.51353,1.00109
log_lik[2511],-0.551625,0.0113779,0.276276,-1.1083,-0.453268,-0.313172,589.603,3.43318,0.999803
log_lik[2512],-0.667976,0.0134553,0.32835,-1.35713,-0.562525,-0.337132,595.505,3.46754,0.997195
log_lik[2513],-0.519829,0.00999505,0.266846,-1.09722,-0.427663,-0.296992,712.773,4.15037,0.999687
log_lik[2514],-0.365309,0.00546179,0.110324,-0.577528,-0.334674,-0.281375,408.009,2.37578,0.996879
log_lik[2515],-0.439238,0.00758746,0.177198,-0.796157,-0.373475,-0.298238,545.41,3.17584,1.00239
log_lik[2516],-0.0834467,0.00259426,0.0631248,-0.222812,-0.0667141,-0.0214289,592.069,3.44753,0.996928
log_lik[2517],-0.585807,0.0105029,0.247515,-1.05963,-0.516578,-0.344619,555.371,3.23384,0.99797
log_lik[2518],-0.635626,0.0108225,0.31588,-1.17123,-0.612428,-0.155443,851.905,4.96052,0.997726
log_lik[2519],-0.433067,0.00491101,0.125037,-0.676267,-0.396604,-0.307081,648.236,3.77458,0.997243
log_lik[2520],-0.612567,0.010844,0.285627,-1.23739,-0.51949,-0.328252,693.773,4.03974,0.99863
log_lik[2521],-0.576557,0.0104344,0.27257,-1.11365,-0.491489,-0.321488,682.377,3.97339,0.998027
log_lik[2522],-0.822466,0.0126619,0.317237,-1.27854,-0.856552,-0.246761,627.73,3.65518,0.998245
log_lik[2523],-1.04181,0.00972549,0.271091,-1.34519,-1.12476,-0.478463,776.974,4.52421,1.00042
log_lik[2524],-0.544511,0.0164266,0.407493,-1.29364,-0.450766,-0.0602575,615.384,3.58329,0.999953
log_lik[2525],-0.432699,0.00869062,0.285979,-0.998038,-0.363213,-0.083289,1082.85,6.30526,0.997087
log_lik[2526],-0.45604,0.00892356,0.199449,-0.853695,-0.387957,-0.299231,499.559,2.90886,1.00974
log_lik[2527],-1.08923,0.0100861,0.288596,-1.39357,-1.19932,-0.467217,818.711,4.76724,0.997672
log_lik[2528],-0.428972,0.004928,0.128922,-0.693303,-0.393859,-0.307635,684.404,3.98519,0.999299
log_lik[2529],-0.899555,0.0145063,0.377294,-1.35339,-0.979052,-0.204197,676.47,3.93899,0.9976
log_lik[2530],-0.473183,0.0077262,0.189688,-0.876963,-0.410901,-0.304441,602.763,3.5098,0.996723
log_lik[2531],-0.454597,0.00672181,0.176565,-0.805729,-0.39418,-0.302462,689.979,4.01765,0.998833
log_lik[2532],-1.00056,0.0104415,0.280959,-1.33236,-1.07318,-0.448346,724.037,4.21597,1.00107
log_lik[2533],-0.444293,0.00773068,0.177257,-0.786374,-0.388788,-0.301069,525.742,3.06132,1.00247
log_lik[2534],-0.499711,0.00938175,0.220416,-0.963953,-0.423498,-0.301024,551.975,3.21407,1.00165
log_lik[2535],-0.844463,0.0121282,0.324207,-1.29442,-0.898247,-0.28409,714.584,4.16092,1.0002
log_lik[2536],-0.521716,0.0130972,0.310162,-1.115,-0.453396,-0.125986,560.818,3.26556,1.00465
log_lik[2537],-0.878204,0.0103503,0.286339,-1.26963,-0.918767,-0.348447,765.338,4.45646,1.00207
log_lik[2538],-0.552821,0.0104633,0.299871,-1.14927,-0.502478,-0.148684,821.35,4.78261,1.00022
log_lik[2539],-0.548936,0.00886581,0.223288,-1.00341,-0.481126,-0.321556,634.3,3.69344,0.997604
log_lik[2540],-0.410052,0.0116303,0.190705,-0.73063,-0.349705,-0.284949,268.87,1.56559,1.00462
log_lik[2541],-0.68757,0.0149569,0.408252,-1.61265,-0.545097,-0.319004,745.031,4.33821,0.997296
log_lik[2542],-0.607166,0.0133952,0.405941,-1.26805,-0.569363,-0.0622136,918.388,5.34764,0.99945
log_lik[2543],-0.39977,0.00530163,0.123454,-0.646016,-0.361395,-0.289177,542.24,3.15739,0.998166
log_lik[2544],-0.46249,0.00644178,0.161843,-0.785582,-0.414815,-0.303168,631.21,3.67545,0.997933
log_lik[2545],-0.412214,0.00542479,0.141152,-0.689207,-0.368178,-0.293459,677.027,3.94223,0.999734
log_lik[2546],-0.401434,0.0073764,0.151481,-0.641755,-0.352666,-0.288441,421.724,2.45564,0.999484
log_lik[2547],-0.377352,0.0049769,0.110196,-0.608912,-0.339375,-0.280915,490.246,2.85464,1.00016
log_lik[2548],-0.94655,0.0123067,0.348934,-1.371,-1.0416,-0.280784,803.901,4.681,1.00172
log_lik[2549],-0.78385,0.0120536,0.3591,-1.30634,-0.810599,-0.198814,887.568,5.16818,0.99802
